"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"573","Camden, 00AG (573)","211","Kensington and Chelsea, 00AW (211)","3/1/2020 - 3/31/2020, Every day, Daily Average",1395,1006,1934
"573","Camden, 00AG (573)","212","Kensington and Chelsea, 00AW (212)","3/1/2020 - 3/31/2020, Every day, Daily Average",1192,844,1682
"573","Camden, 00AG (573)","213","Kensington and Chelsea, 00AW (213)","3/1/2020 - 3/31/2020, Every day, Daily Average",1293,923,1809
"573","Camden, 00AG (573)","214","Kensington and Chelsea, 00AW (214)","3/1/2020 - 3/31/2020, Every day, Daily Average",1360,997,1854
"573","Camden, 00AG (573)","215","Kensington and Chelsea, 00AW (215)","3/1/2020 - 3/31/2020, Every day, Daily Average",1526,1094,2127
"573","Camden, 00AG (573)","216","Kingston upon Thames, 00AX (216)","3/1/2020 - 3/31/2020, Every day, Daily Average",2716,2125,3470
"573","Camden, 00AG (573)","218","Kingston upon Thames, 00AX (218)","3/1/2020 - 3/31/2020, Every day, Daily Average",3123,2492,3913
"573","Camden, 00AG (573)","221","Kingston upon Thames, 00AX (221)","3/1/2020 - 3/31/2020, Every day, Daily Average",2716,2149,3432
"573","Camden, 00AG (573)","222","Kingston upon Thames, 00AX (222)","3/1/2020 - 3/31/2020, Every day, Daily Average",2842,2307,3499
"573","Camden, 00AG (573)","223","Kingston upon Thames, 00AX (223)","3/1/2020 - 3/31/2020, Every day, Daily Average",2766,2206,3467
"573","Camden, 00AG (573)","224","Kingston upon Thames, 00AX (224)","3/1/2020 - 3/31/2020, Every day, Daily Average",2685,2110,3416
"573","Camden, 00AG (573)","225","Kingston upon Thames, 00AX (225)","3/1/2020 - 3/31/2020, Every day, Daily Average",2909,2316,3652
"573","Camden, 00AG (573)","226","Kingston upon Thames, 00AX (226)","3/1/2020 - 3/31/2020, Every day, Daily Average",2823,2260,3524
"573","Camden, 00AG (573)","227","Kingston upon Thames, 00AX (227)","3/1/2020 - 3/31/2020, Every day, Daily Average",2912,2325,3647
"573","Camden, 00AG (573)","229","Kingston upon Thames, 00AX (229)","3/1/2020 - 3/31/2020, Every day, Daily Average",3052,2452,3798
"573","Camden, 00AG (573)","230","Lambeth, 00AY (230)","3/1/2020 - 3/31/2020, Every day, Daily Average",826,596,1143
"573","Camden, 00AG (573)","231","Lambeth, 00AY (231)","3/1/2020 - 3/31/2020, Every day, Daily Average",1019,760,1366
"573","Camden, 00AG (573)","232","Lambeth, 00AY (232)","3/1/2020 - 3/31/2020, Every day, Daily Average",1084,794,1478
